questions,answer,grouped_answers
"CLAP, PONY, SIFT, BRAID, COMB, DIG, BUN, SALAD, TABLE, BOOK, ROLL, PEAL, TWIST, RUMBLE, ROOT, TREE","[['COMB', 'DIG', 'ROOT', 'SIFT'], ['CLAP', 'PEAL', 'ROLL', 'RUMBLE'], ['BUN', 'BRAID', 'PONY', 'TWIST'], ['BOOK', 'SALAD', 'TABLE', 'TREE']]","RUMMAGE - ['COMB', 'DIG', 'ROOT', 'SIFT']
SOUNDS OF THUNDER - ['CLAP', 'PEAL', 'ROLL', 'RUMBLE']
WAYS TO WEAR YOUR HAIR UP - ['BUN', 'BRAID', 'PONY', 'TWIST']
THINGS THAT CAN HAVE LEAVES - ['BOOK', 'SALAD', 'TABLE', 'TREE']"
"DRIVE, PENNYWISE, QUARTERBACK, JOKER, RONALD, OXYGEN, DIMENSIONAL, HOMEY, NICKELODEON, SAFETY, DEMOCRAT, DISCOVERY, GUARD, HISTORY, CENTER, DEFENSE","[['CENTER', 'GUARD', 'QUARTERBACK', 'SAFETY'], ['DISCOVERY', 'HISTORY', 'NICKELODEON', 'OXYGEN'], ['HOMEY', 'JOKER', 'PENNYWISE', 'RONALD'], ['DEFENSE', 'DEMOCRAT', 'DIMENSIONAL', 'DRIVE']]","FOOTBALL POSITIONS - ['CENTER', 'GUARD', 'QUARTERBACK', 'SAFETY']
CABLE CHANNELS - ['DISCOVERY', 'HISTORY', 'NICKELODEON', 'OXYGEN']
FICTIONAL CLOWNS - ['HOMEY', 'JOKER', 'PENNYWISE', 'RONALD']
WHAT “D” MIGHT STAND FOR - ['DEFENSE', 'DEMOCRAT', 'DIMENSIONAL', 'DRIVE']"
"SOON, PEACE, PUFF, EVENTUALLY, TWO, LATER, SCISSORS, FLAKE, SEED, CHEERIO, BYE, ROUND, PEBBLE, NEXT, BRACKET, VICTORY","[['EVENTUALLY', 'LATER', 'NEXT', 'SOON'], ['BRACKET', 'BYE', 'ROUND', 'SEED'], ['CHEERIO', 'FLAKE', 'PEBBLE', 'PUFF'], ['PEACE', 'SCISSORS', 'TWO', 'VICTORY']]","AT SOME FUTURE POINT - ['EVENTUALLY', 'LATER', 'NEXT', 'SOON']
PARTS OF A TOURNAMENT SETUP - ['BRACKET', 'BYE', 'ROUND', 'SEED']
BIT OF BREAKFAST CEREAL - ['CHEERIO', 'FLAKE', 'PEBBLE', 'PUFF']
WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT - ['PEACE', 'SCISSORS', 'TWO', 'VICTORY']"
"GOODFELLA, YARD, NATURAL, GREEN, HANDLE, FIELD, SWINGER, ANSWER, HARVARD, LAWN, CAR, JAW, ADDRESS, PARK, CRIMINAL, LEMON","[['GREEN', 'LAWN', 'PARK', 'YARD'], ['ADDRESS', 'ANSWER', 'FIELD', 'HANDLE'], ['CAR', 'GOODFELLA', 'JAW', 'SWINGER'], ['CRIMINAL', 'HARVARD', 'LEMON', 'NATURAL']]","GRASSY AREA - ['GREEN', 'LAWN', 'PARK', 'YARD']
DEAL WITH - ['ADDRESS', 'ANSWER', 'FIELD', 'HANDLE']
MOVIES WITH “S” REMOVED - ['CAR', 'GOODFELLA', 'JAW', 'SWINGER']
___ LAW - ['CRIMINAL', 'HARVARD', 'LEMON', 'NATURAL']"
"CARD, FLOP, PRIME, SHOT, PLASTIC, TURN, TIME, RAINFOREST, CHARGE, MISS, RIVER, CREDIT, BUST, DUD, CHANCE, KINDLE","[['BUST', 'DUD', 'FLOP', 'MISS'], ['CHANCE', 'SHOT', 'TIME', 'TURN'], ['CARD', 'CHARGE', 'CREDIT', 'PLASTIC'], ['KINDLE', 'PRIME', 'RAINFOREST', 'RIVER']]","CLUNKER - ['BUST', 'DUD', 'FLOP', 'MISS']
OPPORTUNITY - ['CHANCE', 'SHOT', 'TIME', 'TURN']
NON-CASH WAY TO PAY - ['CARD', 'CHARGE', 'CREDIT', 'PLASTIC']
AMAZON ___ - ['KINDLE', 'PRIME', 'RAINFOREST', 'RIVER']"
"INSPIRE, SOAP, METROID, CANDLE, LOTION, INCENSE, INSULT, CIVILIZATION, JELLYFISH, MADDEN, PROMPT, GENERATE, HALO, WASP, NETTLE, PROVOKE","[['GENERATE', 'INSPIRE', 'PROMPT', 'PROVOKE'], ['CANDLE', 'INCENSE', 'LOTION', 'SOAP'], ['INSULT', 'JELLYFISH', 'NETTLE', 'WASP'], ['CIVILIZATION', 'HALO', 'MADDEN', 'METROID']]","BRING ABOUT - ['GENERATE', 'INSPIRE', 'PROMPT', 'PROVOKE']
THINGS THAT ARE OFTEN SCENTED - ['CANDLE', 'INCENSE', 'LOTION', 'SOAP']
THINGS THAT MIGHT STING - ['INSULT', 'JELLYFISH', 'NETTLE', 'WASP']
VIDEO GAME FRANCHISES - ['CIVILIZATION', 'HALO', 'MADDEN', 'METROID']"
"ROW, ARTICLE, CLATTER, FEATURE, PADDLE, SEW, COLUMN, BUTT, RUCKUS, RACKET, NET, TABLE, BALL, STORY, OAR, FORE","[['ARTICLE', 'COLUMN', 'FEATURE', 'STORY'], ['CLATTER', 'RACKET', 'ROW', 'RUCKUS'], ['BALL', 'NET', 'PADDLE', 'TABLE'], ['BUTT', 'FORE', 'OAR', 'SEW']]","BIT OF NEWSPAPER WRITING - ['ARTICLE', 'COLUMN', 'FEATURE', 'STORY']
NOISY DISTURBANCE - ['CLATTER', 'RACKET', 'ROW', 'RUCKUS']
TABLE TENNIS NEEDS - ['BALL', 'NET', 'PADDLE', 'TABLE']
HOMOPHONES OF COORDINATING CONJUNCTIONS - ['BUTT', 'FORE', 'OAR', 'SEW']"
"GRAB, KIDNEY, DRIVE, NAVY, MUNG, NEUTRAL, CAR, WHIRL, LOW, DRAW, PULL, REVERSE, PINTO, HOOK, LIVER, DEAD","[['KIDNEY', 'MUNG', 'NAVY', 'PINTO'], ['DRAW', 'GRAB', 'HOOK', 'PULL'], ['DRIVE', 'LOW', 'NEUTRAL', 'REVERSE'], ['CAR', 'DEAD', 'LIVER', 'WHIRL']]","KINDS OF BEANS - ['KIDNEY', 'MUNG', 'NAVY', 'PINTO']
ATTRACT - ['DRAW', 'GRAB', 'HOOK', 'PULL']
AUTOMATIC GEAR SHIFTER POSITIONS - ['DRIVE', 'LOW', 'NEUTRAL', 'REVERSE']
___POOL - ['CAR', 'DEAD', 'LIVER', 'WHIRL']"
"HAUTE, HIGH-END, PIONEER, VOYAGER, TAG, MARCO POLO, ENGINEER, VIKING, HATCH, MASTERMIND, LUXURY, UNO, DESIGNER, BINGO, GALILEO, CONCOCT","[['DESIGNER', 'HAUTE', 'HIGH-END', 'LUXURY'], ['CONCOCT', 'ENGINEER', 'HATCH', 'MASTERMIND'], ['GALILEO', 'PIONEER', 'VIKING', 'VOYAGER'], ['BINGO', 'MARCO POLO', 'TAG', 'UNO']]","BRAND-NAME - ['DESIGNER', 'HAUTE', 'HIGH-END', 'LUXURY']
DEVISE - ['CONCOCT', 'ENGINEER', 'HATCH', 'MASTERMIND']
NASA SPACECRAFT - ['GALILEO', 'PIONEER', 'VIKING', 'VOYAGER']
GAMES WHERE YOU SAY THE GAME’S NAME - ['BINGO', 'MARCO POLO', 'TAG', 'UNO']"
"JACKET, JEANS, CAB, RAIN, HAZE, SALAD, THUMB, GOBLIN, MOON, BERET, JOURNALISM, PROSE, HEART, PAGES, JAY, WHALE","[['CAB', 'JACKET', 'JOURNALISM', 'PAGES'], ['BERET', 'GOBLIN', 'SALAD', 'THUMB'], ['JAY', 'JEANS', 'MOON', 'WHALE'], ['HAZE', 'HEART', 'PROSE', 'RAIN']]","YELLOW ___ - ['CAB', 'JACKET', 'JOURNALISM', 'PAGES']
GREEN ___ - ['BERET', 'GOBLIN', 'SALAD', 'THUMB']
BLUE ___ - ['JAY', 'JEANS', 'MOON', 'WHALE']
PURPLE ___ - ['HAZE', 'HEART', 'PROSE', 'RAIN']"
"FORTUNE TELLER, PROGRAM, TEMPS, COOKING, GAMES, SLATE, AUDIO, BILL, AIRPLANE, FAN, NEWS, CRANE, ADIEU, PAIN, BELLE, SCHEDULE","[['BILL', 'PROGRAM', 'SCHEDULE', 'SLATE'], ['AUDIO', 'COOKING', 'GAMES', 'NEWS'], ['AIRPLANE', 'CRANE', 'FAN', 'FORTUNE TELLER'], ['ADIEU', 'BELLE', 'PAIN', 'TEMPS']]","LINEUP - ['BILL', 'PROGRAM', 'SCHEDULE', 'SLATE']
NYT OFFERINGS - ['AUDIO', 'COOKING', 'GAMES', 'NEWS']
THINGS MADE BY FOLDING PAPER - ['AIRPLANE', 'CRANE', 'FAN', 'FORTUNE TELLER']
FRENCH WORDS - ['ADIEU', 'BELLE', 'PAIN', 'TEMPS']"
"FORMAL, SATYR, QUESTION MARK, DOT, EXCLAMATION POINTS, THUMBS UP, BAD REVIEW, RAVE, POINT, HOP, COOKWARE, CAMERA MOVEMENT, HEART, PERIOD, TITTLE, BALL","[['DOT', 'PERIOD', 'POINT', 'TITTLE'], ['BALL', 'FORMAL', 'HOP', 'RAVE'], ['EXCLAMATION POINTS', 'HEART', 'QUESTION MARK', 'THUMBS UP'], ['BAD REVIEW', 'CAMERA MOVEMENT', 'COOKWARE', 'SATYR']]","• - ['DOT', 'PERIOD', 'POINT', 'TITTLE']
EVENT WITH DANCING - ['BALL', 'FORMAL', 'HOP', 'RAVE']
IPHONE MESSAGE TAPBACK RESPONSES - ['EXCLAMATION POINTS', 'HEART', 'QUESTION MARK', 'THUMBS UP']
“PAN” - ['BAD REVIEW', 'CAMERA MOVEMENT', 'COOKWARE', 'SATYR']"
"CHAIN, RUFFLE, SPOOL, SWING, ROCKER, CRADLE, THROW, FAZE, CONVERSATION, ROLLER, CHAT, THREAD, RATTLE, SILO, CAN, HAMMOCK","[['FAZE', 'RATTLE', 'RUFFLE', 'THROW'], ['CHAIN', 'CHAT', 'CONVERSATION', 'THREAD'], ['CRADLE', 'HAMMOCK', 'ROCKER', 'SWING'], ['CAN', 'ROLLER', 'SILO', 'SPOOL']]","FLUSTER - ['FAZE', 'RATTLE', 'RUFFLE', 'THROW']
SERIES OF MESSAGES - ['CHAIN', 'CHAT', 'CONVERSATION', 'THREAD']
PLACES TO LIE/SIT THAT MOVE - ['CRADLE', 'HAMMOCK', 'ROCKER', 'SWING']
CYLINDER-SHAPED THINGS - ['CAN', 'ROLLER', 'SILO', 'SPOOL']"
"LUX, AIR, FRESH, FEELING, BEL, MOLE, RASCALS, MERMAID, CUTE, SMART, MOOD, BAR, TRAMP, WISE, QUALITY, PRINCE","[['CUTE', 'FRESH', 'SMART', 'WISE'], ['AIR', 'MOOD', 'FEELING', 'QUALITY'], ['BAR', 'BEL', 'LUX', 'MOLE'], ['MERMAID', 'PRINCE', 'RASCALS', 'TRAMP']]","SASSY - ['CUTE', 'FRESH', 'SMART', 'WISE']
AMBIENCE - ['AIR', 'MOOD', 'FEELING', 'QUALITY']
UNITS - ['BAR', 'BEL', 'LUX', 'MOLE']
THE LITTLE ___ - ['MERMAID', 'PRINCE', 'RASCALS', 'TRAMP']"
"HAVE, THANK YOU, ABRACADABRA, CHERISH, SHAZAM, HOLD, PANDORA, AUDIBLE, PRESTO, SIGNIFY, MEAN, TIDAL, LOVE, PLEASE, SPELL, SUGGEST","[['AUDIBLE', 'PANDORA', 'SHAZAM', 'TIDAL'], ['MEAN', 'SIGNIFY', 'SPELL', 'SUGGEST'], ['CHERISH', 'HAVE', 'HOLD', 'LOVE'], ['ABRACADABRA', 'PLEASE', 'PRESTO', 'THANK YOU']]","AUDIO APPS - ['AUDIBLE', 'PANDORA', 'SHAZAM', 'TIDAL']
INDICATE - ['MEAN', 'SIGNIFY', 'SPELL', 'SUGGEST']
CHURCH OF ENGLAND WEDDING VOW VERBS - ['CHERISH', 'HAVE', 'HOLD', 'LOVE']
MAGIC WORDS - ['ABRACADABRA', 'PLEASE', 'PRESTO', 'THANK YOU']"
"FRIEND, ROMAN, EAR, NEW, UNUSED, RESIDENT, INTERN, ATTENDING, TOWN, FELLOW, PERFECT, POCKET, TIMES, MINT, COUNTRYMAN, ORIGINAL","[['MINT', 'NEW', 'ORIGINAL', 'UNUSED'], ['ATTENDING', 'FELLOW', 'INTERN', 'RESIDENT'], ['COUNTRYMAN', 'EAR', 'FRIEND', 'ROMAN'], ['PERFECT', 'POCKET', 'TIMES', 'TOWN']]","IN PRISTINE CONDITION - ['MINT', 'NEW', 'ORIGINAL', 'UNUSED']
MEDICAL ROLES - ['ATTENDING', 'FELLOW', 'INTERN', 'RESIDENT']
SINGULAR NOUN IN A FAMOUS “JULIUS CAESAR” LINE - ['COUNTRYMAN', 'EAR', 'FRIEND', 'ROMAN']
___ SQUARE - ['PERFECT', 'POCKET', 'TIMES', 'TOWN']"
"PACKING, GAFFER, KRONER, ELECTRICAL, STABLES, BOOM, BEST BOY, WAGON, SPIKE, SKATEBOARD, SURGE, DOLLY, ROLLERBLADE, RISE, IDEA, DUCT","[['BOOM', 'RISE', 'SPIKE', 'SURGE'], ['DOLLY', 'ROLLERBLADE', 'SKATEBOARD', 'WAGON'], ['DUCT', 'ELECTRICAL', 'GAFFER', 'PACKING'], ['BEST BOY', 'IDEA', 'KRONER', 'STABLES']]","UPSWING - ['BOOM', 'RISE', 'SPIKE', 'SURGE']
THINGS WITH WHEELS - ['DOLLY', 'ROLLERBLADE', 'SKATEBOARD', 'WAGON']
KINDS OF TAPE - ['DUCT', 'ELECTRICAL', 'GAFFER', 'PACKING']
RETAIL CHAINS WITH A LETTER CHANGED - ['BEST BOY', 'IDEA', 'KRONER', 'STABLES']"
"BLINK, BAT, PUMPKIN, TREASURE, DARLING, DIABLO, WINK, SPIDER, MUSTANG, JOB, VIPER, LOVE, FLUTTER, EGG, SCAVENGER, WITCH","[['DARLING', 'LOVE', 'PUMPKIN', 'TREASURE'], ['BAT', 'BLINK', 'FLUTTER', 'WINK'], ['DIABLO', 'MUSTANG', 'SPIDER', 'VIPER'], ['EGG', 'JOB', 'SCAVENGER', 'WITCH']]","TERMS OF ENDEARMENT - ['DARLING', 'LOVE', 'PUMPKIN', 'TREASURE']
THINGS YOU CAN DO WITH YOUR EYELIDS - ['BAT', 'BLINK', 'FLUTTER', 'WINK']
SPORTS CARS - ['DIABLO', 'MUSTANG', 'SPIDER', 'VIPER']
___ HUNT - ['EGG', 'JOB', 'SCAVENGER', 'WITCH']"
"CURL, DOODLE, INCH, PUFF, CAN, TAP, DRAFT, CREEP, BOTTLE, HALO, BUTTERFLY, DOMINO, CRAWL, PLACEBO, BALL, DRAG","[['CRAWL', 'CREEP', 'DRAG', 'INCH'], ['BOTTLE', 'CAN', 'DRAFT', 'TAP'], ['BALL', 'CURL', 'DOODLE', 'PUFF'], ['BUTTERFLY', 'DOMINO', 'HALO', 'PLACEBO']]","PROGRESS SLOWLY - ['CRAWL', 'CREEP', 'DRAG', 'INCH']
WAYS TO ORDER A BEER - ['BOTTLE', 'CAN', 'DRAFT', 'TAP']
CHEESY CORN SNACK UNIT - ['BALL', 'CURL', 'DOODLE', 'PUFF']
___ EFFECT - ['BUTTERFLY', 'DOMINO', 'HALO', 'PLACEBO']"
"RANGE, PLANK, SINK, PANEL, BOAT, COUNTER, CRUNCH, CABINET, CHANDELIER, HOOP, BOARD, DROP, COUNCIL, STUD, FRIDGE, MOUNTAIN CLIMBER","[['COUNTER', 'FRIDGE', 'RANGE', 'SINK'], ['BOARD', 'CABINET', 'COUNCIL', 'PANEL'], ['BOAT', 'CRUNCH', 'MOUNTAIN CLIMBER', 'PLANK'], ['CHANDELIER', 'DROP', 'HOOP', 'STUD']]","SEEN IN A KITCHEN - ['COUNTER', 'FRIDGE', 'RANGE', 'SINK']
GROUP OF ADVISORS - ['BOARD', 'CABINET', 'COUNCIL', 'PANEL']
CORE EXERCISES - ['BOAT', 'CRUNCH', 'MOUNTAIN CLIMBER', 'PLANK']
KINDS OF EARRINGS - ['CHANDELIER', 'DROP', 'HOOP', 'STUD']"
"SENSE, INQUIRY, STREET, FEELING, CHAIR, LISTENING, HEARING, SWEET, MONEY, TRIAL, TOUCHING, HUNCH, IMPRESSION, TENDER, MOVING, PROCEEDING","[['MOVING', 'SWEET', 'TENDER', 'TOUCHING'], ['FEELING', 'HUNCH', 'IMPRESSION', 'SENSE'], ['HEARING', 'INQUIRY', 'PROCEEDING', 'TRIAL'], ['CHAIR', 'LISTENING', 'MONEY', 'STREET']]","HEARTWARMING - ['MOVING', 'SWEET', 'TENDER', 'TOUCHING']
SNEAKING SUSPICION - ['FEELING', 'HUNCH', 'IMPRESSION', 'SENSE']
LEGAL SESSION - ['HEARING', 'INQUIRY', 'PROCEEDING', 'TRIAL']
EASY ___ - ['CHAIR', 'LISTENING', 'MONEY', 'STREET']"
"PROVISION, CHARACTER, OUTFIT, CHEST, WARDROBE, SHELL, CANT, ID, VANITY, WERE, EGO, STOCK, SELF, FURNISH, CONSOLE, BEING","[['FURNISH', 'OUTFIT', 'PROVISION', 'STOCK'], ['BEING', 'CHARACTER', 'EGO', 'SELF'], ['CHEST', 'CONSOLE', 'VANITY', 'WARDROBE'], ['CANT', 'ID', 'SHELL', 'WERE']]","EQUIP - ['FURNISH', 'OUTFIT', 'PROVISION', 'STOCK']
INDIVIDUALITY - ['BEING', 'CHARACTER', 'EGO', 'SELF']
FURNITURE - ['CHEST', 'CONSOLE', 'VANITY', 'WARDROBE']
WORDS WITH APOSTROPHES REMOVED - ['CANT', 'ID', 'SHELL', 'WERE']"
"DRAGON, CATERPILLAR, MARKER, CARPET, PIPE CLEANER, MUSHROOM, CLAM, EGG, NUT, FLEECE, DONKEY, PEACH, OGRE, KINGDOM, PRINCESS, TURTLE","[['CATERPILLAR', 'FLEECE', 'PEACH', 'PIPE CLEANER'], ['CLAM', 'EGG', 'NUT', 'TURTLE'], ['DONKEY', 'DRAGON', 'OGRE', 'PRINCESS'], ['CARPET', 'KINGDOM', 'MARKER', 'MUSHROOM']]","THINGS THAT ARE FUZZY - ['CATERPILLAR', 'FLEECE', 'PEACH', 'PIPE CLEANER']
THINGS WITH SHELLS - ['CLAM', 'EGG', 'NUT', 'TURTLE']
FIGURES IN “SHREK” - ['DONKEY', 'DRAGON', 'OGRE', 'PRINCESS']
MAGIC ___ - ['CARPET', 'KINGDOM', 'MARKER', 'MUSHROOM']"
"RECORD, MESSAGE, PLAY, WRITE, FURNITURE, POEM, BIPED, CORRESPOND, NEW, STOP, DIFFERENT, YARDSTICK, ORIGINAL, TEXT, NOVEL, PAUSE","[['PAUSE', 'PLAY', 'RECORD', 'STOP'], ['DIFFERENT', 'NEW', 'NOVEL', 'ORIGINAL'], ['CORRESPOND', 'MESSAGE', 'TEXT', 'WRITE'], ['BIPED', 'FURNITURE', 'POEM', 'YARDSTICK']]","DVR BUTTONS - ['PAUSE', 'PLAY', 'RECORD', 'STOP']
GROUNDBREAKING - ['DIFFERENT', 'NEW', 'NOVEL', 'ORIGINAL']
COMMUNICATE THROUGH WRITING - ['CORRESPOND', 'MESSAGE', 'TEXT', 'WRITE']
THINGS WITH FEET - ['BIPED', 'FURNITURE', 'POEM', 'YARDSTICK']"
"EGADS, DIAL, IMAGE, CHARACTER, HASH, MEDIUM, SALAD, REPUTATION, NAME, STEW, YEAR, YOGA, ARTIST, SCRAMBLE, TITLE, MONTE","[['HASH', 'SALAD', 'SCRAMBLE', 'STEW'], ['CHARACTER', 'IMAGE', 'NAME', 'REPUTATION'], ['ARTIST', 'MEDIUM', 'TITLE', 'YEAR'], ['DIAL', 'EGADS', 'MONTE', 'YOGA']]","FOOD-RELATED JUMBLES - ['HASH', 'SALAD', 'SCRAMBLE', 'STEW']
PUBLIC STANDING - ['CHARACTER', 'IMAGE', 'NAME', 'REPUTATION']
INFO ON A MUSEUM PLACARD - ['ARTIST', 'MEDIUM', 'TITLE', 'YEAR']
ANAGRAMS OF FAMOUS PAINTERS - ['DIAL', 'EGADS', 'MONTE', 'YOGA']"
"DILL, CORD, CAPER, ANTIC, SPICY, MUSTARD, SUGGESTIVE, EXPLOIT, KOSHER, CHEESE, BLUE, SOUR, ADULT, STUNT, DECK, SWEET","[['ANTIC', 'CAPER', 'EXPLOIT', 'STUNT'], ['DILL', 'KOSHER', 'SOUR', 'SWEET'], ['ADULT', 'BLUE', 'SPICY', 'SUGGESTIVE'], ['CHEESE', 'CORD', 'DECK', 'MUSTARD']]","ESCAPADE - ['ANTIC', 'CAPER', 'EXPLOIT', 'STUNT']
KINDS OF PICKLES - ['DILL', 'KOSHER', 'SOUR', 'SWEET']
RISQUÉ - ['ADULT', 'BLUE', 'SPICY', 'SUGGESTIVE']
CUT THE ___ - ['CHEESE', 'CORD', 'DECK', 'MUSTARD']"
"ROOT, GNARLY, TRACE, SHRED, BATH, EXPONENT, LICK, RADICAL, OUNCE, POWDER, BENT, TWISTED, THRONE, POWER, REST, WARPED","[['BENT', 'GNARLY', 'TWISTED', 'WARPED'], ['LICK', 'OUNCE', 'SHRED', 'TRACE'], ['EXPONENT', 'POWER', 'RADICAL', 'ROOT'], ['BATH', 'POWDER', 'REST', 'THRONE']]","CONTORTED - ['BENT', 'GNARLY', 'TWISTED', 'WARPED']
SMALLEST AMOUNT - ['LICK', 'OUNCE', 'SHRED', 'TRACE']
ALGEBRA TERMS - ['EXPONENT', 'POWER', 'RADICAL', 'ROOT']
WORDS BEFORE “ROOM” TO MEAN LAVATORY - ['BATH', 'POWDER', 'REST', 'THRONE']"
"STEER, JET, GOLFER, SWING, RAVEN, CASK, RAM, DRUM, SALOON DOORS, CYLINDER, COWBOY, PILOT, SHEPHERD, PENDULUM, USHER, TANK","[['CASK', 'CYLINDER', 'DRUM', 'TANK'], ['PILOT', 'USHER', 'SHEPHERD', 'STEER'], ['COWBOY', 'JET', 'RAM', 'RAVEN'], ['GOLFER', 'PENDULUM', 'SALOON DOORS', 'SWING']]","BARREL-SHAPED CONTAINER - ['CASK', 'CYLINDER', 'DRUM', 'TANK']
GUIDE - ['PILOT', 'USHER', 'SHEPHERD', 'STEER']
N.F.L. TEAM MEMBER - ['COWBOY', 'JET', 'RAM', 'RAVEN']
THINGS THAT SWING - ['GOLFER', 'PENDULUM', 'SALOON DOORS', 'SWING']"
"THRUST, SPORTS, DEMI, CRUNCH, WIRELESS, PAYDAY, DOVE, EARLY, PUSH-UP, CORE, MEAT, LADY, SUBSTANCE, SUE, MARS, BIG","[['CRUNCH', 'DOVE', 'MARS', 'PAYDAY'], ['CORE', 'MEAT', 'SUBSTANCE', 'THRUST'], ['DEMI', 'PUSH-UP', 'SPORTS', 'WIRELESS'], ['BIG', 'EARLY', 'LADY', 'SUE']]","CHOCOLATE BARS - ['CRUNCH', 'DOVE', 'MARS', 'PAYDAY']
GIST - ['CORE', 'MEAT', 'SUBSTANCE', 'THRUST']
KINDS OF BRAS - ['DEMI', 'PUSH-UP', 'SPORTS', 'WIRELESS']
___ BIRD - ['BIG', 'EARLY', 'LADY', 'SUE']"
"SPEED, SWORD, FLORET, STORAGE, SCALES, ROBE, CRAB, CLOVE, GRUMBLE, RESOLUTION, BELLYACHE, SPEAR, STALK, BLINDFOLD, CARP, RAM","[['BELLYACHE', 'CARP', 'CRAB', 'GRUMBLE'], ['CLOVE', 'FLORET', 'SPEAR', 'STALK'], ['RAM', 'RESOLUTION', 'SPEED', 'STORAGE'], ['BLINDFOLD', 'ROBE', 'SCALES', 'SWORD']]","COMPLAIN - ['BELLYACHE', 'CARP', 'CRAB', 'GRUMBLE']
VEGETABLE UNITS - ['CLOVE', 'FLORET', 'SPEAR', 'STALK']
LAPTOP SPECS - ['RAM', 'RESOLUTION', 'SPEED', 'STORAGE']
FEATURES OF JUSTICE PERSONIFIED - ['BLINDFOLD', 'ROBE', 'SCALES', 'SWORD']"
"CALCULUS, MINION, ANNEX, WEDNESDAY, MUSTARD, LEMON, TARTAR, EXTENSION, WING, PLAQUE, COLONEL, PHARAOH, WORCESTERSHIRE, CAVITY, ADDITION, CANARY","[['CANARY', 'LEMON', 'MINION', 'MUSTARD'], ['ADDITION', 'ANNEX', 'EXTENSION', 'WING'], ['CALCULUS', 'CAVITY', 'PLAQUE', 'TARTAR'], ['COLONEL', 'PHARAOH', 'WEDNESDAY', 'WORCESTERSHIRE']]","THINGS THAT ARE YELLOW - ['CANARY', 'LEMON', 'MINION', 'MUSTARD']
BUILDING ADD-ONS - ['ADDITION', 'ANNEX', 'EXTENSION', 'WING']
CONCERNS FOR A DENTIST - ['CALCULUS', 'CAVITY', 'PLAQUE', 'TARTAR']
WORDS THAT SEEM LONGER WRITTEN THAN SPOKEN - ['COLONEL', 'PHARAOH', 'WEDNESDAY', 'WORCESTERSHIRE']"
"CUBE, ROCK, TOTAL, GROOVE, SAP, GRAIN, SHRED, POWDER, TAX, SYRUP, DRAIN, EXHAUST, SIGNATURE, JAM, EMPTY, TIP","[['DRAIN', 'EMPTY', 'EXHAUST', 'SAP'], ['GROOVE', 'JAM', 'ROCK', 'SHRED'], ['TAX', 'TIP', 'TOTAL', 'SIGNATURE'], ['CUBE', 'GRAIN', 'POWDER', 'SYRUP']]","DEPLETE - ['DRAIN', 'EMPTY', 'EXHAUST', 'SAP']
PLAY MUSIC WITH PASSION - ['GROOVE', 'JAM', 'ROCK', 'SHRED']
WORDS ON A RESTAURANT RECEIPT - ['TAX', 'TIP', 'TOTAL', 'SIGNATURE']
FORMS OF SUGAR - ['CUBE', 'GRAIN', 'POWDER', 'SYRUP']"
"SENTENCE, PASSAGE, RECORDER, LETTER, SANDS, WHISTLE, PIPE, WASTE, CRACK, LEAK, PHRASE, HOLE, PUNCTURE, JUG, WORD, NICK","[['CRACK', 'HOLE', 'LEAK', 'PUNCTURE'], ['LETTER', 'PHRASE', 'SENTENCE', 'WORD'], ['JUG', 'PIPE', 'RECORDER', 'WHISTLE'], ['NICK', 'PASSAGE', 'SANDS', 'WASTE']]","FISSURE - ['CRACK', 'HOLE', 'LEAK', 'PUNCTURE']
ELEMENTS OF WRITING - ['LETTER', 'PHRASE', 'SENTENCE', 'WORD']
INSTRUMENTS YOU BLOW INTO - ['JUG', 'PIPE', 'RECORDER', 'WHISTLE']
___ OF TIME - ['NICK', 'PASSAGE', 'SANDS', 'WASTE']"
"ROGUE, PILLBOX, FIGURE, VOLUNTEER, COMMANDO, PLUG, BERET, DERBY, COVER, WOLVERINE, SEAL, CAP, BANANAS, GATOR, SOONER, SNAPBACK","[['CAP', 'COVER', 'PLUG', 'SEAL'], ['BERET', 'DERBY', 'PILLBOX', 'SNAPBACK'], ['GATOR', 'SOONER', 'VOLUNTEER', 'WOLVERINE'], ['BANANAS', 'COMMANDO', 'FIGURE', 'ROGUE']]","THINGS THAT PREVENT LEAKS - ['CAP', 'COVER', 'PLUG', 'SEAL']
KINDS OF HATS - ['BERET', 'DERBY', 'PILLBOX', 'SNAPBACK']
COLLEGE FOOTBALL TEAM MEMBERS - ['GATOR', 'SOONER', 'VOLUNTEER', 'WOLVERINE']
GO ___ - ['BANANAS', 'COMMANDO', 'FIGURE', 'ROGUE']"
